transacao_id,cliente_id,valor,data,produto
5777,994,1761.07,2025-08-20,Investimento
5778,89,3792.7,2025-07-03,Cartão
5779,151,3481.15,2025-03-14,Conta Digital
5780,204,2587.87,2025-07-18,Empréstimo
5781,471,220.77,2025-11-02,Empréstimo
5782,830,1483.74,2025-11-14,Seguro
5783,867,2253.8,2025-01-01,Seguro
5784,506,2167.63,2026-03-31,Conta Digital
5785,426,4332.69,2025-08-19,Seguro
5786,68,4616.56,2025-01-06,Investimento
5787,424,1620.34,2025-03-15,Investimento
5788,645,189.9,2026-01-01,Cartão
5789,495,3481.48,2025-06-20,Conta Digital
5790,608,1748.62,2025-10-02,Seguro
5791,393,979.08,2025-09-19,Cartão
5792,620,4073.44,2025-12-29,Conta Digital
5793,2,1734.68,2025-03-22,Cartão
5794,329,4478.08,2026-04-08,Seguro
5795,278,3597.2,2026-02-06,Seguro
5796,255,3019.34,2025-04-30,Investimento
5797,49,3240.13,2026-04-30,Cartão
5798,52,1439.58,2025-09-09,Cartão
5799,735,1571.18,2025-11-16,Cartão
5800,553,1395.93,2025-01-19,Empréstimo
5801,619,4617.13,2025-06-03,Empréstimo
5802,84,4025.27,2025-01-25,Empréstimo
5803,603,1925.44,2025-06-14,Cartão
5804,245,2578.43,2026-02-13,Seguro
5805,644,4861.07,2025-01-22,Investimento
5806,547,2711.61,2025-06-05,Investimento
5807,330,804.09,2025-12-13,Cartão
5808,995,4508.45,2025-10-17,Investimento
5809,727,3009.56,2025-07-28,Empréstimo
5810,351,3609.75,2025-05-16,Empréstimo
5811,57,4664.05,2026-04-25,Seguro
5812,270,4253.02,2026-05-31,Conta Digital
5813,922,286.04,2026-03-19,Investimento
5814,44,2537.83,2026-05-10,Cartão
5815,611,857.57,2025-05-01,Conta Digital
5816,717,3083.37,2025-10-16,Empréstimo
5817,81,477.54,2025-05-29,Investimento
5818,388,519.29,2025-12-10,Conta Digital
5819,283,2776.65,2025-02-18,Seguro
5820,167,4005.71,2025-09-04,Empréstimo
5821,674,614.14,2026-02-17,Cartão
5822,303,4971.09,2025-06-12,Empréstimo
5823,19,1581.43,2026-04-27,Cartão
5824,488,2397.49,2025-10-07,Seguro
5825,729,1407.01,2026-05-07,Cartão
5826,885,2668.48,2025-05-21,Empréstimo
5827,82,2230.09,2025-03-07,Seguro
5828,400,3734.57,2025-12-14,Empréstimo
5829,591,1376.05,2026-05-13,Investimento
5830,418,678.71,2026-02-22,Empréstimo
5831,255,1647.05,2026-01-20,Cartão
5832,373,1175.8,2025-01-14,Empréstimo
5833,768,1934.15,2025-11-05,Cartão
5834,133,1882.37,2026-04-05,Cartão
5835,222,4536.11,2026-06-14,Investimento
5836,50,1666.61,2025-02-23,Investimento
5837,243,226.82,2026-02-10,Empréstimo
5838,445,4149.59,2026-01-15,Cartão
5839,133,3660.05,2025-03-31,Investimento
5840,273,4190.35,2025-05-04,Cartão
5841,881,1097.45,2025-02-14,Conta Digital
5842,122,4942.41,2025-03-02,Empréstimo
5843,655,163.49,2026-01-09,Empréstimo
5844,24,3049.38,2025-12-14,Empréstimo
5845,706,1016.15,2026-04-17,Seguro
5846,583,2348.1,2026-01-11,Empréstimo
5847,879,578.33,2025-07-11,Investimento
5848,43,266.7,2026-03-17,Cartão
5849,137,4317.94,2026-04-20,Seguro
5850,940,4077.34,2026-05-20,Seguro
5851,678,1621.97,2025-10-07,Conta Digital
5852,975,702.57,2025-11-23,Seguro
5853,766,2793.05,2025-10-16,Seguro
5854,948,1660.3,2026-06-11,Cartão
5855,128,2796.04,2025-05-04,Conta Digital
5856,610,1958.66,2025-12-25,Conta Digital
5857,217,1431.3,2025-10-17,Seguro
5858,408,4902.15,2025-06-10,Empréstimo
5859,612,3975.13,2026-01-15,Empréstimo
5860,127,2476.75,2026-05-22,Cartão
5861,323,3503.07,2026-01-25,Cartão
5862,241,4848.15,2026-02-23,Cartão
5863,831,2111.6,2025-05-23,Seguro
5864,555,2126.82,2026-04-04,Cartão
5865,304,2255.57,2025-06-07,Investimento
5866,924,4609.1,2025-01-17,Empréstimo
5867,202,1779.53,2025-03-06,Seguro
5868,517,1838.53,2025-03-14,Seguro
5869,978,1011.26,2025-01-05,Cartão
5870,452,1167.39,2025-04-03,Investimento
5871,509,4048.64,2025-11-20,Investimento
5872,56,1747.37,2026-03-27,Conta Digital
5873,64,1879.63,2025-07-03,Seguro
5874,310,393.77,2025-09-09,Conta Digital
5875,335,1551.8,2025-09-29,Cartão
5876,727,1889.37,2025-09-28,Seguro
5877,219,503.43,2025-11-24,Investimento
5878,598,290.98,2026-04-17,Cartão
5879,587,4669.21,2025-03-23,Conta Digital
5880,653,2886.38,2026-02-12,Investimento
5881,988,3723.1,2025-11-04,Investimento
5882,595,1089.74,2025-12-05,Investimento
5883,907,632.82,2025-08-29,Empréstimo
5884,903,1624.9,2026-05-22,Seguro
5885,643,3359.35,2026-04-17,Investimento
5886,561,4775.13,2026-01-19,Investimento
5887,51,3864.54,2025-09-06,Investimento
5888,868,2380.76,2025-04-01,Conta Digital
5889,272,1236.92,2025-01-07,Cartão
5890,578,944.33,2025-01-27,Conta Digital
5891,369,2173.78,2025-09-05,Empréstimo
5892,195,4254.54,2025-05-28,Conta Digital
5893,716,2405.71,2025-05-17,Empréstimo
5894,580,4991.49,2026-02-19,Seguro
5895,266,218.79,2025-05-17,Seguro
5896,246,3820.17,2026-02-09,Investimento
5897,386,3094.21,2025-07-11,Seguro
5898,170,2207.69,2025-08-31,Conta Digital
5899,956,3551.36,2025-08-18,Conta Digital
5900,889,1703.98,2025-05-25,Cartão
5901,140,1206.73,2025-07-06,Cartão
5902,590,487.73,2025-01-01,Cartão
5903,434,3091.9,2025-08-22,Empréstimo
5904,529,1408.92,2025-05-22,Empréstimo
5905,985,1498.67,2025-03-14,Conta Digital
5906,606,2635.85,2025-01-10,Investimento
5907,340,4102.99,2025-03-28,Seguro
5908,863,1358.27,2025-12-17,Empréstimo
5909,919,1957.24,2026-03-30,Seguro
5910,447,2850.6,2025-03-13,Empréstimo
5911,565,4797.8,2025-05-08,Cartão
5912,4,3588.77,2026-02-07,Seguro
5913,252,1082.95,2025-06-08,Empréstimo
5914,793,3796.67,2025-06-04,Empréstimo
5915,505,2258.01,2026-04-24,Empréstimo
5916,209,4697.38,2026-03-01,Conta Digital
5917,717,4801.25,2026-02-12,Investimento
5918,951,1507.71,2026-05-05,Cartão
5919,948,4017.22,2025-01-04,Empréstimo
5920,572,1820.3,2025-09-01,Investimento
5921,817,192.07,2025-11-17,Empréstimo
5922,639,2527.05,2025-11-08,Empréstimo
5923,646,1452.57,2025-02-08,Investimento
5924,811,3546.14,2025-02-24,Empréstimo
5925,920,2490.37,2025-01-19,Investimento
5926,485,3911.88,2026-01-11,Conta Digital
5927,172,2151.58,2026-03-07,Empréstimo
5928,381,2854.49,2025-01-03,Investimento
5929,851,816.31,2025-02-10,Empréstimo
5930,724,2036.09,2026-06-05,Seguro
5931,650,4237.81,2026-02-18,Seguro
5932,969,2069.88,2025-03-14,Seguro
5933,588,2250.13,2025-11-19,Conta Digital
5934,498,3235.53,2025-08-02,Cartão
5935,536,4628.05,2026-05-12,Conta Digital
5936,859,2717.58,2025-10-12,Conta Digital
5937,809,405.39,2026-06-03,Investimento
5938,36,2954.6,2025-11-19,Seguro
5939,15,4336.54,2025-08-01,Empréstimo
5940,844,2096.39,2026-03-23,Seguro
5941,222,655.24,2025-08-16,Conta Digital
5942,264,4468.08,2025-04-14,Empréstimo
5943,104,801.6,2025-03-18,Cartão
5944,338,3087.27,2025-12-14,Empréstimo
5945,258,101.09,2025-03-16,Empréstimo
5946,702,2263.14,2025-06-17,Empréstimo
5947,932,981.68,2025-11-08,Investimento
5948,308,879.67,2025-06-15,Seguro
5949,408,3581.36,2026-06-01,Investimento
5950,66,4239.28,2026-05-29,Conta Digital
5951,145,4546.79,2025-05-12,Empréstimo
5952,462,2638.78,2026-05-10,Cartão
5953,338,3293.18,2025-10-25,Cartão
5954,398,2620.34,2026-01-29,Cartão
5955,749,1015.64,2025-09-19,Conta Digital
5956,658,1862.99,2025-11-10,Investimento
5957,766,4898.12,2025-10-05,Investimento
5958,26,3770.13,2025-11-29,Conta Digital
5959,439,3439.76,2025-10-03,Conta Digital
5960,794,3987.96,2025-07-17,Conta Digital
5961,248,4855.9,2026-04-01,Empréstimo
5962,207,1986.96,2025-05-03,Cartão
5963,860,2724.16,2025-05-25,Investimento
5964,86,1933.27,2025-05-16,Cartão
5965,102,2105.1,2025-12-31,Seguro
5966,751,2259.1,2026-06-03,Investimento
5967,974,1403.36,2026-05-27,Conta Digital
5968,970,2005.01,2025-12-02,Seguro
5969,910,2477.79,2025-04-13,Empréstimo
5970,261,2361.9,2025-10-09,Cartão
5971,8,280.47,2026-06-21,Investimento
5972,346,2614.68,2026-03-01,Conta Digital
5973,877,681.31,2025-02-28,Seguro
5974,74,2085.32,2025-12-28,Seguro
5975,333,550.43,2025-06-29,Seguro
5976,883,1526.63,2025-03-12,Conta Digital
5977,603,3065.88,2025-10-31,Cartão
5978,148,4012.34,2025-07-26,Empréstimo
5979,542,2044.55,2026-03-13,Cartão
5980,525,3882.15,2025-11-22,Investimento
5981,889,228.64,2025-03-07,Investimento
5982,21,4792.49,2026-02-23,Empréstimo
5983,47,4411.85,2025-11-02,Seguro
5984,158,4583.21,2026-06-09,Investimento
5985,63,883.33,2025-12-07,Cartão
5986,554,3065.09,2025-08-17,Cartão
5987,624,3888.76,2025-10-12,Cartão
5988,218,1360.19,2025-01-13,Conta Digital
5989,789,2177.63,2025-03-09,Conta Digital
5990,488,2989.96,2026-05-14,Empréstimo
5991,861,1378.23,2025-06-06,Conta Digital
5992,276,565.39,2026-01-07,Investimento
5993,625,1366.1,2025-01-14,Seguro
5994,326,4573.58,2026-04-21,Empréstimo
5995,363,3772.48,2026-01-22,Investimento
5996,307,4939.53,2025-01-15,Conta Digital
5997,330,2501.36,2025-08-17,Conta Digital
5998,258,3390.62,2025-12-11,Conta Digital
5999,849,3147.13,2025-02-16,Empréstimo
6000,674,4913.3,2025-01-02,Empréstimo
6001,735,3092.62,2025-10-04,Empréstimo
6002,667,4362.13,2025-02-15,Empréstimo
6003,993,468.32,2025-05-24,Seguro
6004,534,1416.23,2025-01-18,Investimento
6005,196,4225.03,2025-06-07,Cartão
6006,233,499.92,2026-03-27,Investimento
6007,483,1442.8,2026-03-24,Investimento
6008,372,3056.12,2025-04-27,Seguro
6009,69,2577.16,2026-03-12,Seguro
6010,931,3439.94,2025-06-12,Empréstimo
6011,4,2514.28,2025-05-13,Conta Digital
6012,328,3937.81,2026-06-17,Investimento
6013,714,2581.23,2025-10-11,Cartão
6014,585,2113.02,2025-09-08,Empréstimo
6015,173,4855.95,2026-03-16,Cartão
6016,755,3221.27,2026-01-21,Conta Digital
6017,775,1414.16,2026-04-16,Investimento
6018,859,2413.22,2026-06-13,Empréstimo
6019,102,4249.55,2026-03-31,Empréstimo
6020,717,32.39,2026-02-17,Empréstimo
6021,864,2959.97,2025-03-30,Seguro
6022,95,4909.0,2025-04-03,Investimento
6023,554,2513.25,2025-10-29,Empréstimo
6024,908,1919.79,2026-01-06,Seguro
6025,577,1575.8,2025-01-24,Investimento
6026,951,780.76,2025-05-17,Investimento
6027,743,739.17,2026-05-01,Cartão
6028,462,3130.88,2025-01-28,Empréstimo
6029,906,872.89,2026-04-28,Conta Digital
6030,58,198.84,2026-03-15,Seguro
6031,844,1378.21,2026-04-04,Cartão
6032,688,4445.09,2025-10-15,Investimento
6033,458,2913.01,2025-09-23,Cartão
6034,643,3959.49,2026-03-07,Investimento
6035,322,1583.1,2026-06-22,Cartão
6036,839,4395.07,2025-02-10,Investimento
6037,767,1066.45,2026-06-11,Cartão
6038,362,2924.26,2025-11-25,Investimento
6039,617,309.23,2025-11-06,Seguro
6040,523,4938.08,2026-02-04,Empréstimo
6041,415,4137.34,2025-08-04,Conta Digital
6042,270,2761.46,2026-03-30,Investimento
6043,211,2635.12,2025-06-09,Cartão
6044,702,2405.35,2025-03-23,Empréstimo
6045,244,2976.52,2025-04-22,Empréstimo
6046,118,4679.56,2025-01-29,Seguro
6047,756,459.31,2025-04-13,Empréstimo
6048,951,2844.02,2026-06-20,Investimento
6049,868,3285.2,2025-04-11,Conta Digital
6050,786,686.4,2025-01-28,Investimento
6051,8,4578.73,2026-02-02,Conta Digital
6052,38,4367.92,2025-02-18,Investimento
6053,601,677.14,2026-05-08,Empréstimo
6054,604,2783.09,2026-02-01,Conta Digital
6055,622,4469.46,2025-08-18,Seguro
6056,928,3538.07,2026-03-24,Seguro
6057,623,4512.56,2025-02-17,Empréstimo
6058,731,1594.59,2026-03-07,Investimento
6059,336,2312.0,2026-02-28,Conta Digital
6060,802,3653.44,2025-08-19,Empréstimo
6061,347,1784.48,2026-04-02,Cartão
6062,820,2444.46,2025-08-30,Cartão
6063,785,870.63,2025-08-12,Cartão
6064,331,1659.76,2025-02-13,Seguro
6065,451,3387.07,2025-02-03,Seguro
6066,131,3225.66,2026-06-22,Investimento
6067,633,3025.45,2025-08-16,Conta Digital
6068,281,3560.32,2025-10-14,Seguro
6069,46,1569.67,2026-06-06,Conta Digital
6070,215,541.26,2025-03-20,Seguro
6071,66,1556.67,2026-05-10,Cartão
6072,668,4600.34,2025-04-15,Empréstimo
6073,959,1149.57,2025-11-27,Cartão
6074,204,2014.97,2026-03-31,Cartão
6075,333,3146.37,2026-02-07,Conta Digital
6076,617,391.75,2025-02-08,Conta Digital
6077,655,2200.79,2026-04-07,Conta Digital
6078,458,2697.88,2025-05-26,Empréstimo
6079,655,4868.14,2025-10-01,Seguro
6080,437,2571.64,2025-09-27,Investimento
6081,1000,2375.68,2025-10-28,Cartão
6082,937,3811.19,2025-08-26,Investimento
6083,744,4284.0,2025-11-02,Cartão
6084,68,2171.39,2025-05-18,Conta Digital
6085,327,2409.23,2026-05-26,Conta Digital
6086,678,1057.4,2025-05-02,Seguro
6087,597,4725.62,2026-01-10,Investimento
6088,724,4586.64,2025-05-31,Investimento
6089,240,540.21,2026-02-07,Conta Digital
6090,793,3720.34,2025-02-08,Empréstimo
6091,579,4152.73,2025-12-06,Conta Digital
6092,378,4610.4,2025-11-08,Empréstimo
6093,842,1149.31,2025-06-29,Seguro
6094,93,1892.06,2026-01-17,Cartão
6095,564,1747.86,2025-09-18,Conta Digital
6096,254,2923.73,2026-02-03,Cartão
6097,970,2343.49,2025-08-01,Seguro
6098,299,3977.65,2026-04-28,Seguro
6099,399,899.9,2025-05-06,Seguro
6100,761,3168.3,2026-01-01,Conta Digital
6101,291,3258.5,2026-05-14,Seguro
6102,759,4660.82,2025-04-28,Investimento
6103,66,2220.93,2025-12-11,Cartão
6104,972,824.58,2025-06-19,Cartão
6105,526,3328.73,2026-02-19,Conta Digital
6106,566,377.59,2025-10-21,Cartão
6107,234,3942.92,2025-11-04,Seguro
6108,684,2407.97,2025-03-01,Conta Digital
6109,262,4090.15,2025-07-28,Investimento
6110,831,2259.75,2025-01-27,Empréstimo
6111,606,4055.62,2025-05-09,Conta Digital
6112,415,1457.31,2025-09-05,Empréstimo
6113,790,4672.5,2025-06-05,Investimento
6114,985,4266.65,2025-12-23,Cartão
6115,589,3635.52,2026-01-29,Empréstimo
6116,120,2797.99,2025-07-13,Investimento
6117,387,2273.05,2025-05-07,Conta Digital
6118,765,1900.22,2026-03-02,Investimento
6119,446,4763.68,2025-01-02,Empréstimo
6120,321,3738.1,2025-09-04,Seguro
6121,179,4060.31,2025-02-02,Empréstimo
6122,813,4248.17,2025-05-12,Empréstimo
6123,697,3500.76,2025-08-14,Seguro
6124,629,2950.15,2025-02-10,Cartão
6125,922,4943.07,2026-03-25,Investimento
6126,568,1119.12,2026-03-08,Investimento
6127,367,3093.64,2025-01-17,Cartão
6128,486,4323.94,2025-03-15,Seguro
6129,154,3185.61,2025-10-10,Investimento
6130,124,1386.25,2025-01-28,Conta Digital
6131,169,1072.22,2025-12-25,Cartão
6132,469,1534.15,2026-02-09,Seguro
6133,445,4410.78,2025-05-24,Investimento
6134,834,281.68,2026-01-28,Empréstimo
6135,502,3763.01,2026-01-24,Empréstimo
6136,69,2846.71,2026-01-01,Investimento
6137,916,3069.46,2025-12-09,Seguro
6138,597,3794.51,2025-07-07,Investimento
6139,702,2204.58,2025-09-27,Cartão
6140,306,3047.12,2025-01-27,Empréstimo
6141,950,4294.41,2025-11-28,Cartão
6142,997,910.93,2025-12-09,Seguro
6143,66,3648.46,2025-08-02,Seguro
6144,799,1456.97,2025-09-19,Conta Digital
6145,409,2415.93,2025-07-04,Conta Digital
6146,933,2689.0,2025-01-01,Seguro
6147,481,3780.04,2025-08-28,Cartão
6148,259,4627.25,2025-10-10,Investimento
6149,749,3699.91,2025-03-27,Seguro
6150,704,2421.36,2025-07-22,Empréstimo
6151,367,482.12,2025-09-24,Conta Digital
6152,469,2639.4,2026-04-23,Conta Digital
6153,844,1597.74,2025-03-07,Empréstimo
6154,896,3447.25,2025-10-24,Cartão
6155,598,1624.71,2025-09-07,Investimento
6156,508,3260.14,2026-03-12,Cartão
6157,527,987.71,2026-01-18,Conta Digital
6158,53,317.68,2026-05-07,Empréstimo
6159,88,1573.86,2025-03-28,Seguro
6160,95,4692.83,2025-09-14,Empréstimo
6161,444,2417.28,2026-02-27,Empréstimo
6162,647,537.35,2025-01-16,Investimento
6163,818,2751.55,2026-04-13,Cartão
6164,47,3083.39,2026-02-20,Conta Digital
6165,328,2127.76,2025-05-12,Seguro
6166,780,2281.62,2025-02-24,Investimento
6167,658,2748.62,2025-01-03,Empréstimo
6168,885,2150.51,2025-07-22,Empréstimo
6169,947,4047.01,2025-03-15,Seguro
6170,965,1331.12,2025-07-20,Cartão
6171,414,185.54,2025-07-09,Empréstimo
6172,56,941.4,2026-05-30,Investimento
6173,896,1689.5,2025-12-10,Cartão
6174,692,1645.68,2025-05-22,Empréstimo
6175,296,3709.68,2025-04-09,Seguro
6176,808,783.94,2026-02-18,Investimento
6177,492,202.61,2025-11-19,Cartão
6178,263,1612.4,2025-05-26,Cartão
6179,98,4915.86,2026-02-16,Investimento
6180,915,1264.25,2026-06-16,Empréstimo
6181,132,695.7,2025-05-20,Seguro
6182,39,176.91,2025-11-24,Empréstimo
6183,890,4887.03,2025-05-14,Empréstimo
6184,681,896.98,2026-01-17,Investimento
6185,144,3281.97,2025-04-08,Conta Digital
6186,776,250.86,2025-03-19,Cartão
6187,777,1054.52,2025-11-11,Empréstimo
6188,229,2887.86,2025-07-17,Empréstimo
6189,658,888.06,2025-07-05,Conta Digital
6190,388,4777.68,2025-04-30,Empréstimo
6191,163,1231.42,2025-09-18,Seguro
6192,853,4302.39,2025-10-18,Seguro
6193,130,1098.56,2025-07-10,Conta Digital
6194,410,1506.04,2025-11-02,Conta Digital
6195,454,2152.42,2025-01-06,Empréstimo
6196,271,2926.58,2026-03-17,Investimento
6197,198,1352.76,2025-02-25,Conta Digital
6198,974,1795.91,2026-03-24,Investimento
6199,652,3356.7,2025-09-06,Seguro
6200,678,2872.79,2026-01-05,Empréstimo
6201,637,2370.05,2025-08-26,Seguro
6202,415,4177.5,2025-04-05,Seguro
6203,705,904.27,2026-01-28,Investimento
6204,380,4074.09,2025-03-09,Seguro
6205,500,3824.87,2026-02-04,Empréstimo
6206,379,3941.92,2026-06-08,Cartão
6207,635,4582.29,2026-03-03,Seguro
6208,108,1347.67,2026-01-14,Empréstimo
6209,256,2033.51,2026-01-15,Empréstimo
6210,296,4393.22,2025-10-05,Investimento
6211,445,3604.0,2025-08-27,Seguro
6212,214,2814.74,2026-02-22,Empréstimo
6213,781,3176.28,2025-12-14,Empréstimo
6214,158,1462.39,2026-02-02,Investimento
6215,946,2970.1,2025-11-01,Cartão
6216,347,2384.61,2025-06-10,Investimento
6217,885,3231.41,2026-03-05,Empréstimo
6218,763,3133.98,2025-08-18,Seguro
6219,278,1078.26,2025-10-21,Investimento
6220,562,1656.05,2026-03-16,Empréstimo
6221,685,2897.2,2026-02-27,Cartão
6222,403,3659.03,2025-05-31,Seguro
6223,580,2362.54,2025-08-31,Conta Digital
6224,624,3765.21,2025-03-21,Investimento
6225,99,1785.33,2025-08-18,Conta Digital
6226,86,525.5,2026-06-12,Empréstimo
6227,712,2320.29,2025-01-30,Empréstimo
6228,24,2495.57,2025-08-02,Investimento
6229,134,1910.11,2026-04-28,Empréstimo
6230,794,4153.89,2025-01-05,Cartão
6231,281,2690.8,2026-03-10,Investimento
6232,982,2778.37,2025-01-20,Conta Digital
6233,918,716.89,2025-10-09,Conta Digital
6234,213,606.77,2025-05-06,Seguro
6235,408,3923.1,2025-11-01,Investimento
6236,407,936.04,2025-10-12,Empréstimo
6237,767,2899.2,2025-06-18,Investimento
6238,863,3518.61,2025-12-19,Investimento
6239,211,4587.46,2025-07-15,Conta Digital
6240,112,2310.85,2025-11-04,Cartão
6241,221,1989.15,2025-09-26,Conta Digital
6242,867,3331.42,2025-04-23,Empréstimo
6243,658,2079.79,2026-01-28,Seguro
6244,581,2311.62,2026-02-24,Investimento
6245,689,147.36,2025-08-18,Empréstimo
6246,337,1118.95,2025-04-24,Cartão
6247,108,4780.54,2025-04-21,Empréstimo
6248,359,3930.63,2025-01-29,Cartão
6249,411,3884.83,2025-09-10,Conta Digital
6250,617,1375.1,2025-02-04,Cartão
6251,200,1147.58,2025-10-06,Seguro
6252,221,2391.67,2026-03-06,Investimento
6253,673,4004.54,2025-10-08,Conta Digital
6254,814,519.95,2025-02-16,Conta Digital
6255,559,3989.77,2025-09-29,Cartão
6256,746,329.14,2025-03-14,Investimento
6257,506,3010.47,2025-02-08,Cartão
6258,258,4545.37,2025-04-04,Cartão
6259,411,71.9,2025-10-17,Conta Digital
6260,671,3557.68,2025-03-27,Cartão
6261,49,4245.14,2025-06-15,Cartão
6262,155,2657.59,2026-03-04,Investimento
6263,949,612.97,2025-02-03,Cartão
6264,898,3111.81,2025-02-10,Empréstimo
6265,299,739.01,2025-07-25,Seguro
6266,514,4478.69,2025-12-04,Seguro
6267,567,1320.44,2025-06-09,Cartão
6268,215,1609.87,2025-03-18,Investimento
6269,63,3482.89,2025-04-09,Investimento
6270,858,4697.27,2025-04-13,Empréstimo
6271,943,2726.86,2025-03-02,Cartão
6272,332,3940.28,2025-04-12,Cartão
6273,810,2487.65,2025-07-28,Empréstimo
6274,802,3533.02,2025-11-13,Cartão
6275,139,1531.21,2026-04-21,Cartão
6276,166,4853.83,2026-06-18,Conta Digital
6277,823,3282.92,2025-10-24,Cartão
6278,123,679.95,2026-04-16,Seguro
6279,325,700.85,2026-05-12,Cartão
6280,792,4648.59,2025-08-07,Investimento
6281,488,4248.68,2026-01-13,Investimento
6282,390,1486.93,2026-03-15,Empréstimo
6283,620,377.3,2025-03-23,Cartão
6284,941,3193.02,2025-11-05,Conta Digital
6285,994,573.77,2026-01-24,Cartão
6286,802,2896.42,2025-10-21,Empréstimo
6287,256,3214.25,2025-05-02,Seguro
6288,291,4387.35,2025-03-19,Empréstimo
6289,85,4602.0,2025-08-12,Seguro
6290,53,2066.6,2026-03-20,Empréstimo
6291,398,350.82,2025-09-17,Seguro
6292,346,852.76,2025-11-27,Empréstimo
6293,776,3286.82,2025-11-16,Cartão
6294,3,711.87,2026-01-08,Seguro
6295,499,3608.91,2025-03-08,Investimento
6296,598,2723.16,2025-10-10,Conta Digital
6297,539,4576.21,2026-01-03,Investimento
6298,400,3030.45,2026-06-03,Conta Digital
6299,973,2997.46,2025-03-01,Cartão
6300,379,547.72,2025-12-15,Investimento
6301,463,1752.38,2026-02-16,Empréstimo
6302,375,1833.03,2026-06-01,Seguro
6303,908,745.31,2025-07-08,Investimento
6304,654,3627.57,2026-04-12,Empréstimo
6305,400,2032.95,2026-01-06,Investimento
6306,376,148.93,2026-01-27,Cartão
6307,488,132.33,2025-02-13,Cartão
6308,302,4297.93,2025-10-09,Cartão
6309,859,1127.96,2026-01-23,Conta Digital
6310,664,4779.49,2026-03-08,Empréstimo
6311,267,221.82,2026-06-09,Investimento
6312,797,4043.97,2025-01-06,Cartão
6313,992,3198.09,2026-02-26,Investimento
6314,555,3005.54,2025-10-06,Cartão
6315,498,695.17,2025-05-25,Cartão
6316,484,2050.07,2025-07-16,Conta Digital
6317,738,574.38,2025-12-26,Empréstimo
6318,144,1162.25,2025-06-01,Empréstimo
6319,180,2789.21,2025-10-18,Cartão
6320,549,1403.04,2025-12-01,Empréstimo
6321,539,979.17,2025-11-01,Cartão
6322,2,1379.14,2025-02-09,Conta Digital
6323,275,2272.81,2025-04-29,Empréstimo
6324,382,4451.74,2025-04-15,Cartão
6325,959,1246.45,2025-01-31,Seguro
6326,199,1607.05,2026-03-30,Empréstimo
6327,169,3835.39,2025-05-15,Cartão
6328,811,4648.81,2025-10-24,Cartão
6329,655,3507.04,2026-01-04,Investimento
6330,570,4903.11,2026-04-21,Conta Digital
6331,247,165.47,2025-01-18,Cartão
6332,25,4476.88,2025-04-15,Conta Digital
6333,295,4551.97,2025-12-04,Empréstimo
6334,309,404.46,2025-12-07,Empréstimo
6335,806,3815.32,2025-04-08,Seguro
6336,295,2358.26,2026-02-24,Investimento
6337,295,3669.16,2025-05-12,Conta Digital
6338,38,892.93,2026-06-07,Conta Digital
6339,949,3059.01,2025-01-24,Investimento
6340,228,3784.92,2026-05-25,Conta Digital
6341,658,3557.64,2025-01-26,Empréstimo
6342,476,2800.39,2025-04-29,Empréstimo
6343,100,1125.15,2026-04-01,Seguro
6344,954,4590.21,2025-09-03,Investimento
6345,611,2887.03,2025-11-23,Seguro
6346,566,1629.35,2025-12-19,Investimento
6347,804,1872.97,2025-11-10,Cartão
6348,558,3802.61,2025-07-11,Conta Digital
6349,917,3688.12,2026-03-06,Conta Digital
6350,988,2161.03,2025-02-20,Seguro
6351,368,4471.44,2026-06-17,Conta Digital
6352,821,2725.24,2025-01-16,Investimento
6353,69,3644.88,2026-02-02,Seguro
6354,431,2309.29,2025-08-28,Investimento
6355,775,1381.37,2026-03-31,Cartão
6356,85,2007.38,2025-05-28,Investimento
6357,425,484.3,2025-08-17,Investimento
6358,680,2809.49,2025-11-03,Conta Digital
6359,921,2768.15,2025-05-24,Seguro
6360,226,3182.39,2026-06-09,Seguro
6361,200,2404.97,2026-02-13,Conta Digital
6362,629,820.43,2026-02-12,Seguro
6363,276,1520.44,2026-05-26,Empréstimo
6364,331,4017.48,2025-01-10,Conta Digital
6365,289,3383.05,2025-09-04,Empréstimo
6366,923,1267.65,2025-08-06,Seguro
6367,525,43.74,2025-02-02,Seguro
6368,82,2282.76,2025-05-10,Seguro
6369,114,3606.33,2025-12-17,Empréstimo
6370,965,4368.07,2025-04-21,Seguro
6371,548,1703.42,2026-04-15,Seguro
6372,867,4784.31,2025-01-30,Investimento
6373,179,4173.8,2026-01-23,Cartão
6374,167,1402.2,2026-01-13,Investimento
6375,63,1211.03,2025-08-07,Empréstimo
6376,673,739.11,2025-12-13,Conta Digital
6377,299,1807.0,2025-08-16,Cartão
6378,330,3207.38,2025-05-23,Conta Digital
6379,397,1147.27,2025-10-14,Cartão
6380,934,4144.13,2026-03-22,Investimento
6381,189,4526.01,2025-04-03,Investimento
6382,162,514.06,2025-10-30,Empréstimo
6383,615,711.4,2025-05-15,Cartão
6384,310,453.32,2026-04-21,Conta Digital
6385,950,3850.11,2025-05-03,Seguro
6386,701,1218.87,2025-06-30,Investimento
6387,392,3028.54,2026-05-02,Cartão
6388,406,1122.03,2025-05-10,Seguro
6389,770,184.42,2025-08-09,Cartão
6390,860,1168.53,2025-06-10,Conta Digital
6391,47,1524.31,2026-01-02,Cartão
6392,190,773.09,2026-03-05,Cartão
6393,688,2933.49,2025-04-19,Conta Digital
6394,246,3222.08,2025-08-05,Seguro
